System Name,Instance Name,Entity Name,Attribute Name,Owner,Parent,Type,Description
ABS,LDM,Trust Investor,Document Signature Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Trust Investor,Address ID,,,Logical Data Model Object,Address type / (ABS Field Type LDM Object)
ABS,LDM,Trust Investor,Australian Tax Person Relevant ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Trust Investor,Australian Tax Person Relevant Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Trust Investor,Tax Address 1 ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Trust Investor,Tax Address 1 Name,,,varchar2(4000),Last name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Trust Investor,Tax Address 2 ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Trust Investor,Tax Address 2 Name,,,varchar2(4000),Last name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Trust Investor,Establish Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Trust Investor,Is Beneficial Owner,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Trust Investor,GCM Customer Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Trust Investor,Is SAFI Active,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Trust Investor,Person Association Role,,,,"List of associated person, current person = person_id, associated person = person_trg_id / (ABS Field Type Avaloq Code Table)"
ABS,LDM,Trust Investor,Person Association Role ID,,,,Person Association Role / (ABS Field Type Avaloq Code Table)
ABS,LDM,Trust Investor,Person Association Role Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Trust Investor,Client authority,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,Trust Investor,Client authority name over its account,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Trust Investor,Client authority id over its account,,,,Legitimation / (ABS Field Type Avaloq Code Table)
ABS,LDM,Trust Investor,Authorised Transaction,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,Trust Investor,Authorised Transaction Type name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Trust Investor,Authorised Transaction Type,,,,Authorised Transaction Type / (ABS Field Type Avaloq Code Table)
ABS,LDM,Trust Investor,SA TFN Exemption ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Full Name Auto,,,varchar2(1) or boolean,Full Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,SMSF Investor,Legal Form Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Legal Form ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Object ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,SMSF Investor,Open Date,,,date,Opening date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,SMSF Investor,Close Date,,,date,Closing date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,SMSF Investor,Alpha-numeric sort value,,,varchar2(4000),Alpha-numeric sort value / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Legal Form ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Legal Form Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,ASIC Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Australian Company Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,ABN,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,SMSF Investor,Is registered for GST,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,SMSF Investor,Is registered for GST Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Involved Party Type,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,SMSF Investor,Involved Party Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Account,,,Logical Data Model Object,Returns the target object of the relation. The target object is always a person. / (ABS Field Type LDM Object)
ABS,LDM,SMSF Investor,Person ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,SMSF Investor,Involved Party Type,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,SMSF Investor,Involved Party Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Person Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Person External ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,SMSF Investor,Person modification sequence number,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,SMSF Investor,Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Full Name Auto,,,varchar2(1) or boolean,Full Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,SMSF Investor,GCM ID,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,GCM ID Auto,,,varchar2(1) or boolean,GCM Identifier / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,SMSF Investor,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Has person an adviser job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,SMSF Investor,Has person an adviser assistant job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,SMSF Investor,Has person a para planner job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,SMSF Investor,Person has TFN,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,SMSF Investor,Withholding Tax Exemption ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Withholding Tax Exemption Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,SAFI Device,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Is Member,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,SMSF Investor,Is Sharehold,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,SMSF Investor,Is Beneficiary,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,SMSF Investor,IDV Status ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,SMSF Investor,IDV Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,AML Status ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,SMSF Investor,AML Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,CIS Identifier,,,varchar2(4000),CIS Identifier / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Tax File Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Country Tax ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,SMSF Investor,Country Tax Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Document List,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,SMSF Investor,Document Detail,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,SMSF Investor,Document ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,SMSF Investor,Document IP Address,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Document Signature Valid Until,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,SMSF Investor,Document Issuer,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Document Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Document Identification Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Document Comment,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Document Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Document Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Document Accredited English Translation ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Document Accredited English Translation Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Document Public Document Type,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Document State ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Document State Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Document Country ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,SMSF Investor,Document Country Name,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,SMSF Investor,Document User,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Document Signature Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,SMSF Investor,Address ID,,,Logical Data Model Object,Address type / (ABS Field Type LDM Object)
ABS,LDM,SMSF Investor,Australian Tax Person Relevant ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Australian Tax Person Relevant Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Tax Address 1 ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,SMSF Investor,Tax Address 1 Name,,,varchar2(4000),Last name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Tax Address 2 ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,SMSF Investor,Tax Address 2 Name,,,varchar2(4000),Last name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Establish Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,SMSF Investor,Is Beneficial Owner,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,SMSF Investor,GCM Customer Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Is SAFI Active,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,SMSF Investor,Person Association Role,,,,"List of associated person, current person = person_id, associated person = person_trg_id / (ABS Field Type Avaloq Code Table)"
ABS,LDM,SMSF Investor,Person Association Role ID,,,,Person Association Role / (ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Person Association Role Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Client authority,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Client authority name over its account,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Client authority id over its account,,,,Legitimation / (ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Authorised Transaction,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,Authorised Transaction Type name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,SMSF Investor,Authorised Transaction Type,,,,Authorised Transaction Type / (ABS Field Type Avaloq Code Table)
ABS,LDM,SMSF Investor,SA TFN Exemption ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Object ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Organizational Intermediary,Open Date,,,date,Opening date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Organizational Intermediary,Close Date,,,date,Closing date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Organizational Intermediary,Alpha-numeric sort value,,,varchar2(4000),Alpha-numeric sort value / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Legal Form ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Legal Form Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,ASIC Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Australian Company Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,ABN,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Organizational Intermediary,Is registered for GST,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Organizational Intermediary,Is registered for GST Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Account,,,Logical Data Model Object,Returns the target object of the relation. The target object is always a person. / (ABS Field Type LDM Object)
ABS,LDM,Organizational Intermediary,Person ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Organizational Intermediary,Involved Party Type,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Organizational Intermediary,Involved Party Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Person Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Person External ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Organizational Intermediary,Person modification sequence number,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Organizational Intermediary,Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Full Name Auto,,,varchar2(1) or boolean,Full Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Organizational Intermediary,GCM ID,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,GCM ID Auto,,,varchar2(1) or boolean,GCM Identifier / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Organizational Intermediary,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Has person an adviser job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Organizational Intermediary,Has person an adviser assistant job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Organizational Intermediary,Has person a para planner job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Organizational Intermediary,Person has TFN,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Organizational Intermediary,Withholding Tax Exemption ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Withholding Tax Exemption Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,SAFI Device,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Is Member,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Organizational Intermediary,Is Sharehold,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Organizational Intermediary,Is Beneficiary,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Organizational Intermediary,IDV Status ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Organizational Intermediary,IDV Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,AML Status ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Organizational Intermediary,AML Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,CIS Identifier,,,varchar2(4000),CIS Identifier / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Tax File Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Country Tax ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Organizational Intermediary,Country Tax Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Document List,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Organizational Intermediary,Document Detail,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Organizational Intermediary,Document ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Organizational Intermediary,Document IP Address,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Document Signature Valid Until,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Organizational Intermediary,Document Issuer,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Document Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Document Identification Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Document Comment,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Document Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Document Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Document Accredited English Translation ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Document Accredited English Translation Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Document Public Document Type,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Document State ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Document State Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Document Country ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Organizational Intermediary,Document Country Name,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Organizational Intermediary,Document User,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Document Signature Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Organizational Intermediary,Address ID,,,Logical Data Model Object,Address type / (ABS Field Type LDM Object)
ABS,LDM,Organizational Intermediary,Australian Tax Person Relevant ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Australian Tax Person Relevant Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Tax Address 1 ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Organizational Intermediary,Tax Address 1 Name,,,varchar2(4000),Last name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Tax Address 2 ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Organizational Intermediary,Tax Address 2 Name,,,varchar2(4000),Last name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Establish Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Organizational Intermediary,Is Beneficial Owner,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Organizational Intermediary,GCM Customer Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Is SAFI Active,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Organizational Intermediary,Person Association Role,,,,"List of associated person, current person = person_id, associated person = person_trg_id / (ABS Field Type Avaloq Code Table)"
ABS,LDM,Organizational Intermediary,Person Association Role ID,,,,Person Association Role / (ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Person Association Role Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Client authority,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Client authority name over its account,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Client authority id over its account,,,,Legitimation / (ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Authorised Transaction,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,Authorised Transaction Type name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Organizational Intermediary,Authorised Transaction Type,,,,Authorised Transaction Type / (ABS Field Type Avaloq Code Table)
ABS,LDM,Organizational Intermediary,SA TFN Exemption ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Owner,Object ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Owner,Open Date,,,date,Opening date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Owner,Close Date,,,date,Closing date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Owner,Alpha-numeric sort value,,,varchar2(4000),Alpha-numeric sort value / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Owner,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Owner,Legal Form ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Owner,Legal Form Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,ASIC Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Australian Company Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,ABN,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Owner,Is registered for GST,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Owner,Is registered for GST Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Account,,,Logical Data Model Object,Returns the target object of the relation. The target object is always a person. / (ABS Field Type LDM Object)
ABS,LDM,Owner,Person ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Owner,Involved Party Type,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Owner,Involved Party Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Person Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Person External ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Owner,Person modification sequence number,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Owner,Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Full Name Auto,,,varchar2(1) or boolean,Full Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Owner,GCM ID,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,GCM ID Auto,,,varchar2(1) or boolean,GCM Identifier / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Owner,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Owner,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Owner,Has person an adviser job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Owner,Has person an adviser assistant job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Owner,Has person a para planner job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Owner,Person has TFN,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Owner,Withholding Tax Exemption ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Owner,Withholding Tax Exemption Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,SAFI Device,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Is Member,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Owner,Is Sharehold,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Owner,Is Beneficiary,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Owner,IDV Status ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Owner,IDV Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,AML Status ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Owner,AML Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,CIS Identifier,,,varchar2(4000),CIS Identifier / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Tax File Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Country Tax ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Owner,Country Tax Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Document List,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Owner,Document Detail,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Owner,Document ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Owner,Document IP Address,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Document Signature Valid Until,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Owner,Document Issuer,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Document Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Document Identification Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Document Comment,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Document Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Owner,Document Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Document Accredited English Translation ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Owner,Document Accredited English Translation Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Document Public Document Type,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Owner,Document State ID,,,,(ABS Field Type Avaloq Code Table)
