,System Name,Instance Name,Entity Name,Attribute Name,Owner,Parent,Type,Description,URL,Document Name,XPATH
582,Visual Map,Default,TRACKING-ORDER STATUS_MDR_VM,DATE TO,,,UI Field,DATE TO,,,
583,Visual Map,Default,TRACKING-ORDER STATUS_MDR_VM,IMPACTED ACCOUNTS,,,UI Field,IMPACTED ACCOUNTS,,,
584,Visual Map,Default,TRACKING-ORDER STATUS_MDR_VM,LIMIT PRICE,,,UI Field,Limit price,,,
585,Visual Map,Default,TRACKING-ORDER STATUS_MDR_VM,ORDER DATE,,,UI Field,Order Date,,,
586,Visual Map,Default,TRACKING-ORDER STATUS_MDR_VM,ORDER ID,,,UI Field,Order ID,,,
587,Visual Map,Default,TRACKING-ORDER STATUS_MDR_VM,QUANTITY,,,UI Field,Quantity,,,
588,Visual Map,Default,TRACKING-ORDER STATUS_MDR_VM,TRANSACTION DATE,,,UI Field,Transaction Date,,,
589,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -CLOSED TERM DEPOSITS_MDR_VM,,,,Visual Map,Tracking,,Tracking-Term deposit maturities -Closed term deposits_MDR_VM,
590,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -CLOSED TERM DEPOSITS_MDR_VM,ACCOUNT NUMBER,,,UI Field,Account number,,,
591,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -CLOSED TERM DEPOSITS_MDR_VM,ADVISER,,,UI Field,GCM ID of adviser,,,
592,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -CLOSED TERM DEPOSITS_MDR_VM,END PERIOD,,,UI Field,End period of search,,,
593,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -CLOSED TERM DEPOSITS_MDR_VM,INTEREST RATE,,,UI Field,Interest rate of TD,,,
594,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -CLOSED TERM DEPOSITS_MDR_VM,MATURITY DATE,,,UI Field,Maturity date of TD,,,
595,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -CLOSED TERM DEPOSITS_MDR_VM,MATURITY INSTRUCTION,,,UI Field,Maturity instructions of TD,,,
596,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -CLOSED TERM DEPOSITS_MDR_VM,PRINCIPAL,,,UI Field,Total principal value,,,
597,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -CLOSED TERM DEPOSITS_MDR_VM,START PERIOD,,,UI Field,Start period of search,,,
598,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -CLOSED TERM DEPOSITS_MDR_VM,STATUS,,,UI Field,Status of TD,,,
599,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -CLOSED TERM DEPOSITS_MDR_VM,TD DURATION,,,UI Field,TD duration,,,
600,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -CLOSED TERM DEPOSITS_MDR_VM,TD NAME,,,UI Field,TD Name,,,
601,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -MATURING TERM DEPOSITS_MDR_VM,,,,Visual Map,Tracking,,Tracking-Term deposit maturities -Maturing term deposits_MDR_VM,
602,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -MATURING TERM DEPOSITS_MDR_VM,ACCOUNT NUMBER,,,UI Field,Account number,,,
603,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -MATURING TERM DEPOSITS_MDR_VM,DAYS TO MATURITY,,,UI Field,Days left to maturity,,,
604,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -MATURING TERM DEPOSITS_MDR_VM,END OF PERIOD,,,UI Field,End of Period date,,,
605,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -MATURING TERM DEPOSITS_MDR_VM,START OF PERIOD,,,UI Field,Start of Period date,,,
606,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -MATURING TERM DEPOSITS_MDR_VM,TD INTEREST RATE,,,UI Field,Interest Rate of the Term Deposit,,,
607,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -MATURING TERM DEPOSITS_MDR_VM,TD MATURITY DATE,,,UI Field,Term Deposit Maturity date,,,
608,Visual Map,Default,TRACKING-TERM DEPOSIT MATURITIES -MATURING TERM DEPOSITS_MDR_VM,TD PRINCIPAL VALUE,,,UI Field,Principal Value of the Term Deposit,,,
609,Visual Map,Default,TRACKING-TRANSITIONS_MDR_VM,,,,Visual Map,Tracking,,Tracking-Transitions_MDR_VM,
610,Visual Map,Default,TRACKING-TRANSITIONS_MDR_VM,AVAILABLE CASH,,,UI Field,Total available cash in dollars,,,
611,Visual Map,Default,TRACKING-TRANSITIONS_MDR_VM,EXPECTED ASSET VALUE,,,UI Field,Expected asset value in dollars,,,
612,Visual Map,Default,TRACKING-TRANSITIONS_MDR_VM,EXPECTED CASH,,,UI Field,Expected Cash in dollars,,,
613,Visual Map,Default,TRACKING-TRANSITIONS_MDR_VM,PORTFOLIO VALUE,,,UI Field,Total Portfolio value in dollars,,,
614,Visual Map,Default,TRACKING-TRANSITIONS_MDR_VM,TRANSFER TYPE,,,UI Field,Type of transfer,,,
615,Visual Map,Default,USER_ACCESS_REVIEW_VM,,,,Visual Map,User Access Review,http://sharepoint.btfin.com/sites/trans/tech/architecture/Solution Design/Investment Platform/Web UI To Avaloq Integration/IFS/Visual Map/Visual Map - User Access Review (UAR).docx,Visual Map - User Access Review (UAR),
616,Visual Map,Default,USER_ACCESS_REVIEW_VM,DAYS SINCE LAST UAR,,,UI Field,The label shows two types of data| namely| days since last UAR and last UAR date.          Days since last UAR is calculated by UI based on last_uar_date provided in the xml.     ,,,
617,Visual Map,Default,USER_ACCESS_REVIEW_VM,IS FROZEN,,,UI Field,Do not show jobs of which their is_frozen flag is true.,,,
618,Visual Map,Default,USER_ACCESS_REVIEW_VM,IS INVALID,,,UI Field,Do not show jobs of which their is_invalid flag is true.,,,
619,Visual Map,Default,USER_ACCESS_REVIEW_VM,OE TO WHICH THE USER IS ATTACHED,,,UI Field,Case 1: Role = Dealer group manager                   Dealer group name   Use Path 2          Case 2: Role = Practice manager:                   Practice name   Use Path 2     Case 3: Role = Adviser                   Sub-case a   The role is attached to an office.                             Office name   Use Path 1                   Sub-case b   The role is attached to a practice.                             Practice name   Use Path 1                   Sub-case c   The role is attached to a dealer group.                            Dealer group name   Use Path 1          Case 4: Role = Admin assistant                    Sub-case a   The role is attached to an adviser position.                            Keyword  For  + adviser name   Use Path 2                    Sub-case b   The role is attached to an office.                           Office name   Use Path 2                    Sub-case c   The role is attached to a practice.                           Practice name    Use Path 2                    Sub-case d   The role is attached to a dealer group.                           Dealer group name    Use Path 2          Case 5: Role = Para-planner                   Sub-case a   The role is attached to an adviser position.                              Keyword  For  + adviser name   Use Path 2                   Sub-case b   The role is attached to an office.                              Office name   Use Path 2                    Sub-case c   The role is attached to a practice.                              Practice name    Use Path 2                    Sub-case d   The role is attached to a dealer group.                              Dealer group name   Use Path 2     ,,,
620,Visual Map,Default,USER_ACCESS_REVIEW_VM,PENDING UAR,,,UI Field,This is the count of jobs which are in Pending status. Please refer to Wireframe Id No. 8 for further details.     If descn_id is one of ( CHG_ACCESS |  REMV_ACCESS |  RETAIN_ACCESS ) and there is no error in error list| the UI status is  Completed  from UI point of view. Otherwise| the UI status is  Pending .          btfg$code_uar_decsn          ID INTL_ID USER_ID Name     1 retain_access RETAIN_ACCESS Retain Access     2 chg_access CHG_ACCESS Change Access     3 remv_access REMV_ACCESS Remove Access          ,,,
621,Visual Map,Default,USER_ACCESS_REVIEW_VM,PERMISSION,,,UI Field,The value in curr_job_oe_auth_role_id (btfg$code_ui_auth_role) is provided below.          ID INTL_ID USER_ID Name     1 btfg$can_tran BTFG$CAN_TRAN Can transact     2 btft$can_updt BTFG$CAN_UPDT Can update     3 btfg$can_not_tran BTFG$CAN_NOT_TRAN Cannot transact cash     4 btfg$read_only BTFG$READ_ONLY Read only          In one of the following cases| the data source is the xpath shown on the left column:     1. Successful navigation to the UAR page|     2. Successful submission of request to Avaloq (However| the underlying jobs in the request can be successfully or unsuccessfully processed.)| or     3. Confirmed request to  Cancel and revert all .          Where a UAR authoriser has modified the permission of a job in current session and has not submitted any request to update and has not made any request to  Cancel and revert all | the permission shown here is the one entered by the UAR authoriser in the  Manage permissions for this role  modal.           Note that where a new permission is selected by a UAR authoriser in the  Manage permissions for this role  modal| in the submit request the new permission is passed to the service via       data/uar_lists/dir_job_list/uar_rec/job_oe_auth_role_id or       data/uar_lists/indir_job_list/uar_rec/job_oe_auth_role_id.     In the submit request| decsn_id and job_oe_auth_role_id go hand-in-hand. If decsn_id is provided| job_oe_auth_role_id must be provided. Otherwise| job_oe_auth_role_id must be null.     Please refer to the IFS for a xml sample on this.           ,,,
622,Visual Map,Default,USER_ACCESS_REVIEW_VM,RECOMMENDED REVIEW DATE,,,UI Field,The Recommended review date is 28 days from the UAR date.,,,
623,Visual Map,Default,USER_ACCESS_REVIEW_VM,ROLE,,,UI Field,Based on job_id| fetch job_type_id in cache as provided by the BTFG$UI_OE_STRUCT.PERSON#HIRA service.,,,
624,Visual Map,Default,USER_ACCESS_REVIEW_VM,STATUS,,,UI Field,If descn_id is one of ( CHG_ACCESS |  REMV_ACCESS |  RETAIN_ACCESS ) and there is no error in error list| the UI status is  Completed  from UI point of view. Otherwise| the UI status is  Pending .          btfg$code_uar_decsn          ID INTL_ID USER_ID Name     1 retain_access RETAIN_ACCESS Retain Access     2 chg_access CHG_ACCESS Change Access     3 remv_access REMV_ACCESS Remove Access,,,
625,Visual Map,Default,USER_ACCESS_REVIEW_VM,USER,,,UI Field,Based on person_id| fetch pers_first_name| pers_middle_name and pers_last_name in cache as provided by the BTFG$UI_OE_STRUCT.PERSON#HIRA service.,,,
626,Visual Map,Default,VISUAL MAP - BP FEE SCHEDULE - INVESTMENT MANAGEMENT FEES,,,,Visual Map,BP Fee Schedule,http://sharepoint.btfin.com/sites/trans/tech/architecture/Solution Design/Investment Platform/Web UI To Avaloq Integration/IFS/Visual Map/Visual Map - BP Fee Schedule - Investment Management Fees.docx,Visual Map - BP Fee Schedule - Investment Management Fees,
627,Visual Map,Default,VISUAL MAP - BP FEE SCHEDULE - INVESTMENT MANAGEMENT FEES,CODE,,,UI Field,Code of a portfolio,,,
628,Visual Map,Default,VISUAL MAP - BP FEE SCHEDULE - INVESTMENT MANAGEMENT FEES,COST PROFILE,,,UI Field,This element shows the underlying components (cost profile) of a fee.     The underlying components of an investment management fee of a portfolio can have multiple components which are listed below. (Btfg$book_kind cached table)      USER_ID INTL_ID NAME     INVST_MNGT_IM btfg$invst_mngt_im Investment management fee - Invst. mgr.     INVST_MNGT_RE1 btfg$invst_mngt_re1 Investment management fee - Resp. entity 1     INVST_MNGT_RE2 btfg$invst_mngt_re2 Investment management fee - Resp. entity 2          The underlying components of a portfolio management fee of a portfolio can have one component only which is listed below. (Btfg$book_kind cached table)     USER_ID INTL_ID NAME     TMP_MNGT btfg$tmp_mngt Portfolio management fee     ,,,
629,Visual Map,Default,VISUAL MAP - BP FEE SCHEDULE - INVESTMENT MANAGEMENT FEES,INVESTMENT MANAGEMENT FEES-MANAGED PORTFOLIOS,,,UI Field,This element indicates whether the fee for a portfolio is reported in the section  Investment management fee  or  Portfolio management fee .     Btfg$book_kind (cached table)      USER_ID INTL_ID NAME     INVST_MNGT btfg$invst_mngt Investment management fee     TMP_MNGT btfg$tmp_mngt Portfolio management fee          From business perspective| the fee charged by ready-made portfolio and tailored made portfolio are reported in the section  Investment management fee  and  Portfolio management fee  respectively.     Hence| the UI needs to select the corresponding btfg_master_book_kind_id for reporting fees in the  Investment management fee  and  Portfolio management fee  sections.     ,,,
630,Visual Map,Default,VISUAL MAP - BP FEE SCHEDULE - INVESTMENT MANAGEMENT FEES,INVESTMENT NAME-MANAGED PORTFOLIO,,,UI Field,Name of a portfolio,,,
631,Visual Map,Default,VISUAL MAP - BP FEE SCHEDULE - INVESTMENT MANAGEMENT FEES,PA%,,,UI Field,Fixed % fee rate| e.g. 0.02563 would be 2.563%.     For display purpose| the percentage figure is rounded up to 2 decimal places. In the example| it will be 2.57%.     In the case of an investment management fee of a portfolio| it can have multiple fixed percentage fee profiles. (It cannot be in sliding scale). Hence this element is added up for the same portfolio and same master book kind and then rounded up to 2 decimal places before displaying on UI.     In the case of a portfolio management fee| it can have one fee profile only. Hence there is no need to add this element for the same portfolio and same master book kind. However| the value is still rounded up to 2 decimal places before displaying on UI.     ,,,
632,Visual Map,Default,VISUAL MAP - CORPORATE ACTION DETAILS - ACCOUNT TRANSACTIONS,,,,Visual Map,Corporate Actions,http://sharepoint.btfin.com/sites/trans/tech/architecture/Solution%20Design/Investment%20Platform/Web%20UI%20To%20Avaloq%20Integration/IFS/Visual%20Map/Visual%20Map%20-%20Corporate%20Action%20Details%20-%20Account%20Transactions.docx,Visual Map - Corporate Action Details - Account Transactions,
633,Visual Map,Default,VISUAL MAP - CREATE AND EDIT BENEFICIARY DETAILS,ALLOCATION,,,UI Field,Allocation percentage,,,
634,Visual Map,Default,VISUAL MAP - CREATE AND EDIT BENEFICIARY DETAILS,DATE OF BIRTH,,,UI Field,Date of birth of beneficiary,,,
635,Visual Map,Default,VISUAL MAP - CREATE AND EDIT BENEFICIARY DETAILS,EMAIL ADDRESS,,,UI Field,Email contact of beneficiary,,,
636,Visual Map,Default,VISUAL MAP - CREATE AND EDIT BENEFICIARY DETAILS,FIRST NAME,,,UI Field,First name of beneficiary,,,
637,Visual Map,Default,VISUAL MAP - CREATE AND EDIT BENEFICIARY DETAILS,GENDER,,,UI Field,Code table:     btfg$gender          UI Code table value to be sent     Male male     Female female,,,
638,Visual Map,Default,VISUAL MAP - CREATE AND EDIT BENEFICIARY DETAILS,LAST NAME,,,UI Field,Last name of beneficiary,,,
639,Visual Map,Default,VISUAL MAP - CREATE AND EDIT BENEFICIARY DETAILS,NOMINATION TYPE,,,UI Field,Code table:     btfg$au_sa_death_benf          UI                Code table value to be sent     Non-lapsing nomination nomn_nbind_sis     Trustee discretion nomn_bind_nlaps_trustd     Auto reversionary nomn_auto_revsnry,,,
640,Visual Map,Default,VISUAL MAP - CREATE AND EDIT BENEFICIARY DETAILS,PHONE NUMBER,,,UI Field,Phone contact of beneficiary,,,
641,Visual Map,Default,VISUAL MAP - CREATE AND EDIT BENEFICIARY DETAILS,RELATIONSHIP,,,UI Field,Code table:     btfg$person_rel_type          UI Code table value to be sent     Spouse spouse     Child child     Financial dependent fin_dep     Interdependent interdependent     Legal personal representative lpr,,,
642,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,,,,Visual Map,Term Deposit,http://sharepoint.btfin.com/sites/trans/tech/architecture/Solution Design/Investment Platform/Web UI To Avaloq Integration/IFS/Visual Map/Visual Map - Withdraw (Break) Term Deposit.docx,Visual Map - Withdraw (Break) Term Deposit,
643,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,% OF TERM ELAPSED,,,UI Field,Time elapsed since the open date,,,
644,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,ADJUSTED INTEREST,,,UI Field,This is the balancing item between Principal and  Total principal plus interest paid at withdrawal | which is the remaining interest to be paid or amount to be recouped from Principal.,,,
645,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,ADJUSTED INTEREST RATE,,,UI Field,adjust_widrw_intr_rate is in %. For example| value 2.15 means 2.15%.,,,
646,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,DATE TERM DEPOSIT WILL WITHDRAW,,,UI Field,If widrw_date is current date| the UI needs to present the word  immediate . Otherwise| show widrw_date in dd Mmm yy format.,,,
647,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,DAYS UNTIL MATURITY,,,UI Field,Days to maturity,,,
648,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,ERROR MESSAGE POPO UP,,,UI Field, s#err.10050  is returned by Avaloq when the Notice Period cannot be applied as maturity is in 32 days or less.          If a term deposit cannot be broken from Notice Period and maturity date perspective| error message  s#err.10050  will appear in the path: fidd:fidd_rsp/rsp/valid/err_list/err/err_msg          Otherwise (i.e. the term deposit can be broken)| the  s#err.10050  error message will not be returned by Avaloq.          Note that it is possible to have other error message(s) in the error list. At the moment| they are all technical errors| if any. There is not any other business scenario error (other than 10050). The technical errors are to be handled by the standard way.     ,,,
649,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,INTEREST ACCRUED SINCE LAST PAYMENT,,,UI Field,Interest accrued since last payment,,,
650,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,INTEREST PAID,,,UI Field,Amount of Interest paid,,,
651,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,INTEREST RATE,,,UI Field,Rate of Interest,,,
652,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,MATURITY DATE,,,UI Field,The date of Term Deposit maturity,,,
653,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,OPEN DATE,,,UI Field,The open date of Term Deposit,,,
654,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,PRINCIPAL,,,UI Field,The principal amount of Term Deposit,,,
655,Visual Map,Default,WITHDRAW (BREAK) TERM DEPOSIT,TOTAL PRINCIPAL PLUS INTEREST PAID AT WITHDRAWAL,,,UI Field,Amount to be paid at withdrawal,,,
656,UX Sitemap,Default,ACCOUNT - OVERVIEW,,,,Screen,,,,
657,UX Sitemap,Default,ACCOUNT - OVERVIEW,AMOUNT,,,UI Field,Amount,,,
658,UX Sitemap,Default,ACCOUNT - OVERVIEW,DATE,,,UI Field,Trade date,,,
659,UX Sitemap,Default,ACCOUNT - OVERVIEW,DESCRIPTION,,,UI Field,Description of transaction,,,
660,UX Sitemap,Default,ACCOUNT - OVERVIEW,LAST UPDATED,,,UI Field,Last updated at,,,
661,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - ACCOUNTS AND BILLERS,,,,Screen,,,,
662,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - ACCOUNTS AND BILLERS,BILLER CODE,,,UI Field,Biller code of BPay,,,
663,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - ACCOUNTS AND BILLERS,BILLER NICK NAME,,,UI Field,Nick name of BPay,,,
664,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - ACCOUNTS AND BILLERS,BPAY NAME,,,UI Field,BPay name,,,
665,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - ACCOUNTS AND BILLERS,CRN,,,UI Field,CRN number of BPay,,,
666,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - ACCOUNTS AND BILLERS,LINKED ACCOUNT BSB,,,UI Field,BSB of Linked Account,,,
667,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - ACCOUNTS AND BILLERS,LINKED ACCOUNT NAME,,,UI Field,Linked account Name,,,
668,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - ACCOUNTS AND BILLERS,LINKED ACCOUNT NICK NAME,,,UI Field,Linked account Nick name,,,
669,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - ACCOUNTS AND BILLERS,LINKED ACCOUNT NUMBER,,,UI Field,Linked account number,,,
670,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - ACCOUNTS AND BILLERS,PAY ANYONE ACCOUNT,,,UI Field,Pay anyone account number,,,
671,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - ACCOUNTS AND BILLERS,PAY ANYONE BSB,,,UI Field,BSB of Pay anyone account,,,
672,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - ACCOUNTS AND BILLERS,PAY ANYONE NAME,,,UI Field,Pay anyone account name,,,
673,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - ACCOUNTS AND BILLERS,PAY ANYONE NICK NAME,,,UI Field,Pay anyone account nick name,,,
674,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A DEPOSIT,,,,Screen,,,,
675,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A DEPOSIT,ACCOUNT,,,UI Field,Payers account number,,,
676,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A DEPOSIT,AMOUNT,,,UI Field,Amount to be deposit,,,
677,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A DEPOSIT,BSB,,,UI Field,BSB number of account,,,
678,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A DEPOSIT,DATE,,,UI Field,Transaction date,,,
679,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A DEPOSIT,DESCRIPTION,,,UI Field,Description of beneficiary,,,
680,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A DEPOSIT,END REPEATS,,,UI Field,End date,,,
681,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A DEPOSIT,RECEIPT NO,,,UI Field,Receipt number of transaction,,,
682,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A DEPOSIT,REPEAT DEPOSIT,,,UI Field,Frequency of transaction,,,
683,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A DEPOSIT,REPEAT EVERY,,,UI Field,Start date,,,
684,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A PAYMENT,,,,Screen,,,,
685,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A PAYMENT,DESCRIPTION,,,UI Field,Description,,,
686,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A PAYMENT,END DATE,,,UI Field,End date of transaction,,,
687,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A PAYMENT,FROM ACCOUNT NAME,,,UI Field,Name of account from payment is done,,,
688,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A PAYMENT,MAKE PAYMENT TO ACCOUNT,,,UI Field,Account number of payee,,,
689,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A PAYMENT,MAKE PAYMENT TO BSB,,,UI Field,BSB of payee account,,,
690,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A PAYMENT,MAKE PAYMENT TO NAME,,,UI Field,Name of payee,,,
691,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A PAYMENT,RECEIPT NO,,,UI Field,Receipt number of transaction,,,
692,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A PAYMENT,REPEAT EVERY,,,UI Field,Frequency,,,
693,UX Sitemap,Default,ACCOUNT - PAYMENTS AND DEPOSITS - MAKE A PAYMENT,START DATE,,,UI Field,Start date of payment,,,
694,UX Sitemap,Default,ACCOUNT DETAILS - COMPANY,,,,Screen,,,,
695,UX Sitemap,Default,ACCOUNT DETAILS - INDIVIDUAL,,,,Screen,,,,
696,UX Sitemap,Default,ACCOUNT DETAILS - SMSF - CORPORATE,,,,Screen,,,,
697,UX Sitemap,Default,ACCOUNT DETAILS - SMSF - INDIVIDUAL,,,,Screen,,,,
698,UX Sitemap,Default,ACCOUNT DETAILS - TRUST - CORPORATE,,,,Screen,,,,
699,UX Sitemap,Default,ACCOUNT DETAILS - TRUST - INDIVIDUAL,,,,Screen,,,,
700,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,ABN,,,UI Field,,,,
701,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,ACCOUNT NUMBER,,,UI Field,,,,
702,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,ACN,,,UI Field,,,,
703,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,ADVISER PERMISSIONS,,,UI Field,,,,
704,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,ASIC REGISTERED NAME,,,UI Field,,,,
705,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,BSB,,,UI Field,,,,
706,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,CLIENT PERMISSIONS,,,UI Field,,,,
707,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,COMPANY NAME,,,UI Field,,,,
708,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,DATE OF BIRTH,,,UI Field,,,,
709,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,EMAIL,,,UI Field,,,,
710,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,EMAIL PRIMARY,,,UI Field,,,,
711,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,FULL NAME,,,UI Field,,,,
712,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,LINKED ACCOUNT ROLE,,,UI Field,,,,
713,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,MOBILE,,,UI Field,,,,
714,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,POSTAL ADDRESS,,,UI Field,,,,
715,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,PREFERRED CONTACT,,,UI Field,,,,
716,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,PRIMARY CONTACT,,,UI Field,,,,
717,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,PRINCIPAL PLACE OF BUSINESS,,,UI Field,,,,
718,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,REGISTERED COMPANY OFFICE,,,UI Field,,,,
719,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,REGISTERED FOR GST,,,UI Field,,,,
720,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,RESIDENTIAL ADDRESS,,,UI Field,,,,
721,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,TAX FILE NUMBER,,,UI Field,,,,
722,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,TAX PREFERENCES,,,UI Field,,,,
723,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_COMPANY,TITLE,,,UI Field,,,,
724,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,ACCOUNT NUMBER,,,UI Field,,,,
725,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,ADVISER PERMISSIONS,,,UI Field,,,,
726,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,BSB,,,UI Field,,,,
