Source System Name,Source Instance Name,Source Entity Name,Source Attribute Name,Target System Name,Target Instance Name,Target Entity Name,Target Attribute Name,Attribute Description,Business Rule,Transformation_Mapping rule,Comments,Mapping Name,Action,Last_Update_Date,Modified_By
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,REG_PAYEE_PAYEE_ACC,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,,Payee account number,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,REG_PAYEE_PAYEE_IDENT,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,,Payee BSB Number,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,SAFI_DEVICE,ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,SAFI_DEVICE,SAFI arrangement ID,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,SIGN_DATE,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,SIGN_DATE,Date the terms and conditions were signed,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,STATE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STATE_ID,State,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,STATE_OTHER,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STATE_OTHER,Consists of the name of the state when the country is not Australia,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,STREET_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STREET_NAME,Street name,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,STREET_NR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STREET_NR,Street number,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,STREET_TYPE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STREET_TYPE_ID,Street type,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,SUBURB,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,SUBURB,Suburb,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TARIFF/FACTOR,ABS Dev,XSD,BTFG$UI_IPS_LIST.IPS.XSD,TARIFF_FACTOR,,Direct,Factor is a number| not a percentage. As the UI shows a percentage figure| factor need to be multiplied by 100 before displaying on screen.,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TARIFF/MISC_ID,ABS Dev,XSD,BTFG$UI_FEE.BP_COSTP.XSD,TARIFF_AMT,,Direct,Btfg$cost_misc is a cached table.  ID INTL_ID USER_ID NAME 3 btfg$fua_clust_cash FUA_CASH Cash 4 btfg$fua_clust_td FUA_TD Term deposits 5 btfg$fua_clust_mf FUA_MF Managed funds 6 btfg$fua_clust_ls FUA_LS Listed securities 7 btfg$fua_clust_ma FUA_MA Managed portfolios,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TFN,ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,HAS_TFN,TFN,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TRUST_DESC,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TRUST_DESC,Trust description,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TRUST_LEGI_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TRUST_LEGI_NAME,Name of the legislation establishing the fund   Only applicable for trust type  Government Super fund ,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TRUST_LIC_NR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TRUST_LIC_NR,ARSN number for Registered Managed Investment scheme| Licensing number for all other trust types,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TRUST_MBR_CLASS,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TRUST_MBR_CLASS,Trust member class,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TRUST_REGI_STATE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TRUST_REGI_STATE_ID,Registration State for the Trust,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TRUST_REGU_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TRUST_REGU_NAME,Name of the regulator (Only applicable to trust type  Regulated Trust ),Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TRUST_TYPE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TRUST_TYPE_ID,Type of trust Registered Managed Investment Scheme|   Regulated Trust|  Government Super Fund or  Other (e.g. family| unit| charitable or estate),Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TTL_ID,ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,TTL_ID,Title,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TXN_TYPE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TXN_TYPE_ID,Transaction type id Indicates the payment settings for adviser associated with the account,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,UNIT_NR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,UNIT_NR,Unit no,Direct,,,,,,
IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,ZIP,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ZIP,Zip code,Direct,,,,,,
Visual Map,Default,ONBOARDING - APPLICATION SUMMARY - FEES SECTION,AMOUNT,IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,AMOUNT,,Derived,Amount is a dollar value.,,,,,
Visual Map,Default,ONBOARDING - APPLICATION SUMMARY - FEES SECTION,ASSET TYPE,IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,APPL_DEF/MISC_ID,,Derived,Btfg$cost_misc is a cached table.          ID INTL_ID USER_ID NAME     3 btfg$fua_clust_cash FUA_CASH Cash     4 btfg$fua_clust_td FUA_TD Term deposits     5 btfg$fua_clust_mf FUA_MF Managed funds     6 btfg$fua_clust_ls FUA_LS Listed securities     7 btfg$fua_clust_ma FUA_MA Managed portfolios               ,,,,,
Visual Map,Default,ONBOARDING - APPLICATION SUMMARY - FEES SECTION,BOUND FACTOR,IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,BOUND_FACTOR,,Direct,Bound Factor,,,,,
Visual Map,Default,ONBOARDING - APPLICATION SUMMARY - FEES SECTION,BOUND FROM,IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,QTY_1_BOUND_FROM,,Direct,Bound From,,,,,
Visual Map,Default,ONBOARDING - APPLICATION SUMMARY - FEES SECTION,BOUND TO,IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,QTY_1_BOUND_TO,,Direct,Bound To,,,,,
Visual Map,Default,ONBOARDING - APPLICATION SUMMARY - FEES SECTION,FACTOR,IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TARIFF/FACTOR,,Direct,Factor is a number| not a percentage. As the UI shows a percentage figure| factor need to be multiplied by 100 before displaying on screen.,,,,,
Visual Map,Default,ONBOARDING - APPLICATION SUMMARY - FEES SECTION,FEE AMOUNT,IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TARIFF/FACTOR,,Derived,Factor is a dollar value.,,,,,
Visual Map,Default,ONBOARDING - APPLICATION SUMMARY - FEES SECTION,FEE COMPONENET TYPE,IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TARIFF/MISC_ID,,Derived,Btfg$cost_misc is a cached table.          ID INTL_ID USER_ID NAME What type of fee component?     1 btfg$fixed_amt AMT Fixed Dollar Amount Dollar fee component     41 btfg$fua_tailored FUA_TAILORED Tailored Sliding scale fee component     3 btfg$fua_clust_cash FUA_CASH Cash Percentage fee component     4 btfg$fua_clust_td FUA_TD Term deposits Percentage fee component     5 btfg$fua_clust_mf FUA_MF Managed funds Percentage fee component     6 btfg$fua_clust_ls FUA_LS Listed securities Percentage fee component     7 btfg$fua_clust_ma FUA_MA Managed portfolios Percentage fee component               ,,,,,
Visual Map,Default,ONBOARDING - APPLICATION SUMMARY - FEES SECTION,FEE TYPE,IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,BOOK_KIND_ID,,Direct,Establishment fee is in btfg$book_kind cache table.          ID INTL_ID USER_ID NAME     5829 btfg$avsr_estab AVSR_ESTAB Establishment fee               ,,,,,
Visual Map,Default,ONBOARDING - APPLICATION SUMMARY - FEES SECTION,IS CPI,IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,DO_CPI,,Derived,A Boolean  true  or  false .,,,,,
Visual Map,Default,ONBOARDING - APPLICATION SUMMARY - FEES SECTION,PERCENTAGE FEE COMPONENT-TYPE,IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,TARIFF/MISC_ID,,Direct,Btfg$cost_misc is a cached table.          ID INTL_ID USER_ID NAME     3 btfg$fua_clust_cash FUA_CASH Cash     4 btfg$fua_clust_td FUA_TD Term deposits     5 btfg$fua_clust_mf FUA_MF Managed funds     6 btfg$fua_clust_ls FUA_LS Listed securities     7 btfg$fua_clust_ma FUA_MA Managed portfolios               ,,,,,
Visual Map,Default,ONBOARDING - APPLICATION SUMMARY - FEES SECTION,PERIODIC ADVICE FEE,IFS,Default,ONBOARDING - APPLICATION DETAILS IFS,BOOK_KIND_ID,,Derived,Ongoing advice fee and licensee fee are in btfg$book_kind cache table.          ID INTL_ID USER_ID NAME     5825 btfg$avsr_advcong AVSR_ADVCONG Ongoing advice fee     5850 btfg$dg_advcong DG_ADVCONG Licensee advice fee               ,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/ADHOC_FEE,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADHOC_FEE,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/ADHOC_FEE/BOOK_KIND_LIST,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOOK_KIND_LIST,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/ADHOC_FEE/BOOK_KIND_LIST/BOOK_KIND,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOOK_KIND,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/ADHOC_FEE/BOOK_KIND_LIST/BOOK_KIND/AMOUNT,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,AMOUNT,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/ADHOC_FEE/BOOK_KIND_LIST/BOOK_KIND/AMOUNT/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,AMOUNT,Establishment fee,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/ADHOC_FEE/BOOK_KIND_LIST/BOOK_KIND/BOOK_KIND,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOOK_KIND,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/ADHOC_FEE/BOOK_KIND_LIST/BOOK_KIND/BOOK_KIND/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOOK_KIND,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/ADHOC_FEE/BOOK_KIND_LIST/BOOK_KIND/BOOK_KIND/EXTL_VAL/KEY,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOOK_KIND,<>,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/ADHOC_FEE/BOOK_KIND_LIST/BOOK_KIND/BOOK_KIND/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOOK_KIND,btfg$avsr_estab,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BP,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/AVSR_OE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,AVSR_OE_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/AVSR_OE_ID/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,AVSR_OE_ID,This is the ABS internal ID of the adviser position ID.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/CUSTR_ACC_STRUCT_TYPE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,CUSTR_ACC_STRUCT_TYPE_ID,This element specifies the type of account that will be open.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/CUSTR_ACC_STRUCT_TYPE_ID/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,CUSTR_ACC_STRUCT_TYPE_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/CUSTR_ACC_STRUCT_TYPE_ID/EXTL_VAL/KEY,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,KEY,This specifies the type of identifier that will be used to identify the account structure type. The element needs to be specified but does not require a value.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/CUSTR_ACC_STRUCT_TYPE_ID/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,CUSTR_ACC_STRUCT_TYPE_ID,This value specifies the type of account to be opened.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/INTM_AUTH_LIST,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,INTM_AUTH_LIST,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/INTM_AUTH_LIST/INTM_AUTH,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,INTM_AUTH,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/INTM_AUTH_LIST/INTM_AUTH/PERSON_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,PERSON_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/INTM_AUTH_LIST/INTM_AUTH/PERSON_ID/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,PERSON_ID,[Derived from the adviser list],Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/INTM_AUTH_LIST/INTM_AUTH/TXN_TYPE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TXN_TYPE_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/INTM_AUTH_LIST/INTM_AUTH/TXN_TYPE_ID/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TXN_TYPE_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/INTM_AUTH_LIST/INTM_AUTH/TXN_TYPE_ID/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TXN_TYPE_ID,What cash account transactions will you be able to make?,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/PROD_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,PROD_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/PROD_ID/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,PROD_ID,The type of product that will be opened by this application.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,REG_ACC_LIST,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,REG_ACC,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/ACC_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ACC_NAME,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/ACC_NAME/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ACC_NAME,Account name,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/ACC_NICKNAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_BP_V1.XSD,ACC_NICK_NAME,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/ACC_NICKNAME/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_BP_V1.XSD,ACC_NICK_NAME,Account nickname,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/ACC_NR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ACC_NR,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/ACC_NR/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ACC_NR,Account No.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/BSB,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BSB,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/BSB/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BSB,BSB,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/CURRY_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,CURRY_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/CURRY_ID/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,CURRY_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/CURRY_ID/EXTL_VAL/KEY,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,CURRY_ID,This specifies the key defaults to asset_iso.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/CURRY_ID/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,CURRY_ID,AUD,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/INIT_DEPOSIT_AMT,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,INIT_DEPOSIT_AMT,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/INIT_DEPOSIT_AMT/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,INIT_DEPOSIT_AMT,Initial deposit into new account,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/IS_MAIN,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,IS_MAIN,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/IS_MAIN/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,IS_MAIN,This is a boolean that specifies whether this is the primary linked account. There can only be 1 primary linked account per application.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/LIMIT,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,LIMIT,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP/REG_ACC_LIST/REG_ACC/LIMIT/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,LIMIT,This sets the transfer limit of the linked account.  It is not required for this request - pass blank,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP_EXTL_ID/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BP_EXTL_ID,This is an external identifier for the account that will be created as part of this onboarding request.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BP_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP_ID/ANNOT,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BP_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP_ID/ANNOT/CTX,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BP_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP_ID/ANNOT/CTX/ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BP_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP_ID/ANNOT/CTX/ID/#AGG,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BP_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP_ID/ANNOT/CTX/TYPE,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BP_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP_ID/ANNOT/DISPL_TEXT,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BP_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP_ID/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BP_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP_ID/VAL/#AGG,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BP_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/BP_MODI_SEQ_NR/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BP_MODI_SEQ_NR,If the account details a modified after the first submission this field will specify a modification sequence number that is 1 greater than the oneretrieved from ABS prior to submission.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/DOC,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CASH_CAT_V1.XSD,DOC,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/DOC/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CASH_CAT_V1.XSD,DOC,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/DOC/VAL/#AGG,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CASH_CAT_V1.XSD,DOC,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/EXTL_REF_NR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,EXTL_REF_NR,An external identifier that is unique to an application.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,PERIODIC_FEE,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOOK_KIND_LIST,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOOK_KIND,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/BOOK_KIND,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOOK_KIND,,Direct,,,,,,
